CompID,SiteID,DP,AnimalID,AnimalSpecies,AnimalStrain,AnimalAge,AnimalSex,AnimalWeight,MRvendor,MRfield,MRcoil,Cryoprobe,MRsequence,MRbrainregion,MRVoxSize,MRvoxelvolume,MRaverages,MRsoftwareversion,MRSsw,MRSnpts,MRSTE,MRSTR,MRSshim,LW,LW_hz,SNR,SNR_LW_Ratio,CompCheck
compMRS243,S16,DP31,sub-03,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0149192675149949,5.97122907207656,24.9573259388484,1672.82515135308,pass
compMRS244,S16,DP31,sub-04,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.013917991769105,5.57047877887103,26.1319564817672,1877.56659978594,pass
compMRS245,S16,DP31,sub-05,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0125128689201675,5.00810090544101,24.2380830181508,1937.0524196162,pass
compMRS246,S16,DP31,sub-06,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0118972208852646,4.76169640756249,27.5078020767761,2312.11997676249,pass
compMRS247,S16,DP31,sub-07,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0112895069696998,4.51846284409115,31.3059771319031,2773.0154395516,pass
compMRS248,S16,DP31,sub-08,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0119888257917972,4.79835941585158,30.8573948537812,2573.84629568093,pass
compMRS249,S16,DP32,sub-01,Rat,Gunn rat Nj,29,M,71,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00916506580315546,3.66814131416937,59.573860168457,6500.1015625,pass
compMRS250,S16,DP32,sub-02,Rat,Gunn rat Nj,29,M,67.5,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00699724248919908,2.80050987686678,82.3621215820312,11770.654296875,pass
compMRS251,S16,DP32,sub-03,Rat,Gunn rat Nj,29,M,65.1,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00812158733059221,3.25050923134888,68.0576782226562,8379.849609375,pass
compMRS252,S16,DP32,sub-04,Rat,Gunn rat Nj,29,F,52.2,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00777603612999256,3.11220821323702,67.8155364990234,8721.09375,pass
compMRS253,S16,DP32,sub-05,Rat,Gunn rat Nj,29,F,54.5,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00910146414208257,3.64268542650056,51.8987731933594,5702.24462890625,pass
compMRS254,S16,DP32,sub-06,Rat,Gunn rat Nj,30,M,92.2,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00706063193840212,2.82588015076168,67.2724227905273,9527.8193359375,pass
compMRS255,S16,DP32,sub-07,Rat,Gunn rat Nj,30,M,93,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00779887400085078,3.12134712225462,68.9683074951172,8843.3671875,pass
compMRS256,S16,DP32,sub-08,Rat,Gunn rat Nj,30,M,88.4,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,LASER,Lhippocampus,2.4 x 1.2 x 1.8,5.184,160,vnmrj_4.2_A,5000,4096,15,5000,FASTMAP-FASTESTMAP,0.00838781644030973,3.3570613241233,74.8015060424805,8917.8759765625,pass
compMRS257,S17,DP33,sub-01,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS258,S17,DP33,sub-02,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS259,S17,DP33,sub-03,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS260,S17,DP33,sub-04,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS261,S17,DP33,sub-05,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS262,S17,DP33,sub-06,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS263,S17,DP33,sub-07,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS264,S17,DP33,sub-08,Mouse,C57BL/N6 Wild-Type,NaN,,NaN,,NaN,"",FALSE,,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,pass
compMRS265,S02,DP34,sub-01,Rat,Wistar,63,F,209,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.011204559483396,4.48478368538082,75.652536675647,6751.94208105691,pass
compMRS266,S02,DP34,sub-02,Rat,Wistar,65,F,206,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0112146061117344,4.48880464635232,94.394179923923,8417.07492741574,pass
compMRS267,S02,DP34,sub-03,Rat,Wistar,65,F,204,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0152484748384105,6.1034197029478,70.7226714756873,4638.01607866637,pass
compMRS268,S02,DP34,sub-04,Rat,Wistar,63,M,325,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0128244887673439,5.13318273753764,61.6383524357141,4806.30094141993,pass
compMRS269,S02,DP34,sub-05,Rat,Wistar,63,M,327,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0145148004412819,5.80975321786815,54.2573355936593,3738.06969053081,pass
compMRS270,S02,DP34,sub-06,Rat,Wistar,64,F,212,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.00982122644114004,3.93108582293313,73.843990838368,7518.81562663535,pass
compMRS271,S02,DP34,sub-07,Rat,Wistar,57,M,287,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0127727546632971,5.11247518301178,55.6760239470991,4358.96761620935,pass
compMRS272,S02,DP34,sub-08,Rat,Wistar,57,M,290,Bruker,9.4,"Cryoprobe",TRUE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.5,5000,4096,3,4000,MAPSHIM,0.0141390482933821,5.6593540844842,62.034193801149,4387.43771956595,pass
compMRS273,S02,DP35,sub-01,Rat,Wistar,63,F,174,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0127969485792151,7.67072990105036,48.3183123940717,3775.7682696757,pass
compMRS274,S02,DP35,sub-02,Rat,Wistar,NaN,F,240,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0145601939553188,8.72765705115046,35.5624192328384,2442.44131238703,pass
compMRS275,S02,DP35,sub-03,Rat,Wistar,63,F,196,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0200315329125994,12.0072748622433,31.7551850106974,1585.25985750817,pass
compMRS276,S02,DP35,sub-04,Rat,Wistar,63,M,308,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.012055367001037,7.22621020039213,32.8747670043232,2726.98184978485,pass
compMRS277,S02,DP35,sub-05,Rat,Wistar,63,M,273,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0131029479725042,7.85415026988309,39.1414088921783,2987.22157596249,pass
compMRS278,S02,DP35,sub-06,Rat,Wistar,63,M,298,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0130612957614493,7.82918010089914,33.2272937062569,2543.95079271752,pass
compMRS279,S02,DP35,sub-07,Rat,Wistar,63,F,183,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0132109527487921,7.91889656236287,37.4413897681531,2834.11730252206,pass
compMRS280,S02,DP35,sub-08,Rat,Wistar,63,F,203,Bruker,14.1,"quad Tx/Rx - 2 loops",FALSE,STEAM,Rhippocampus,2.8 x 2 x 2.8,15.68,256,PV360.3.3,7142,4096,3,4000,MAPSHIM,0.0120856269025183,7.24435447235387,39.6000832829854,3276.62632666028,pass
compMRS281,S18,DP36,sub-01,Mouse,FVB-N,207,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0279046801148516,8.38017185577579,22.7535227552852,815.40166959933,pass
compMRS282,S18,DP36,sub-02,Mouse,FVB-N,205,M,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0342378292433589,10.2821037603591,20.3990350656268,595.80398396851,pass
compMRS283,S18,DP36,sub-03,Mouse,FVB-N,207,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0260959653573816,7.83699584480612,25.0194351814607,958.747256091971,pass
compMRS284,S18,DP36,sub-04,Mouse,FVB-N,203,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0418624945240804,12.5719087046702,20.9767474821946,501.086897010599,pass
compMRS285,S18,DP36,sub-05,Mouse,FVB-N,207,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0388547086776183,11.6686299577671,20.5001860128766,527.611368366414,pass
compMRS286,S18,DP36,sub-06,Mouse,FVB-N,206,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0329897733458918,9.90729646203607,20.761596406682,629.334314879962,pass
compMRS287,S18,DP36,sub-07,Mouse,FVB-N,206,F,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0318233734298168,9.55701318511173,22.1669943034667,696.563309114722,pass
compMRS288,S18,DP36,sub-08,Mouse,FVB-N,201,M,NaN,Bruker,7,"Bruker quadrature volume resonator and lab-built quadrature receive coil",FALSE,PRESS,Rstriatum,2.5 x 2.5 x 3,18.75,512,PV5.1,2553,4096,10.48,4000,MAPSHIM,0.0306524378199847,9.20536713888558,23.7226102756858,773.92246629791,pass
