CompID,SiteID,DP,SubjectInDP,AnimalID,AnimalSpecies,AnimalStrain,AnimalAge,AnimalSex,AnimalWeight,MRvendor,MRfield,MRsequence,MRbrainregion,MRvoxelvolume,MRaverages,MRsoftwareversion,MRcoildetail,MRSsw,MRSnpts,MRSTE,MRSTR,MRSshimmethod,LW,SNR,SNR_LW_Ratio,CompCheck
"compMRS183","S02","DP23",7,"sub-07","Rat","Wistar",64,"F",197,"Bruker",14.1,"sSPECIAL","Lstriatum",15.625,256,"PV360 v1.1","20 mm diameter",7142.86,4096,9.3,4000,"MAPSHIM",14.8704715432912,55.603453350241,3.73918561952572,"pass"
"compMRS184","S02","DP23",8,"sub-08","Rat","Wistar",65,"M",316,"Bruker",14.1,"sSPECIAL","Lstriatum",15.625,256,"PV360 v1.1","20 mm diameter",7142.86,4096,9.3,4000,"MAPSHIM",9.4671526390682,54.7767573041251,5.78598015606902,"pass"
"compMRS185","S14","DP24",1,"sub-01","Mouse","B6129SF2-J",276,"M",35.1,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",10.8459092293703,16.1569707167671,1.48968337970364,"pass"
"compMRS186","S14","DP24",2,"sub-02","Mouse","B6129SF2-J",280,"M",40,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",14.6455646044962,15.5457432990675,1.06146425343649,"pass"
"compMRS187","S14","DP24",3,"sub-03","Mouse","B6129SF2-J",280,"M",40.3,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",7.97393149425804,18.9549721575106,2.37711750736258,"pass"
"compMRS188","S14","DP24",4,"sub-04","Mouse","B6129SF2-J",297,"M",41.2,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",9.41495497436645,20.3076097815375,2.15695240570219,"pass"
"compMRS189","S14","DP24",5,"sub-05","Mouse","B6129SF2-J",297,"M",37.5,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",8.86485223496594,20.4550595716235,2.30743378789123,"pass"
"compMRS190","S14","DP24",6,"sub-06","Mouse","B6129SF2-J",263,"M",41.6,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",12.8783971630387,15.7017959194128,1.21923526046218,"pass"
"compMRS191","S14","DP24",7,"sub-07","Mouse","B6129SF2-J",263,"M",33.9,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",15.0657209669241,15.3927529555954,1.02170702546458,"pass"
"compMRS192","S14","DP24",8,"sub-08","Mouse","B6129SF2-J",517,"M",40,"Bruker",7,"STEAM","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3311.26,8192,3,3345.8768,"MAPSHIM",9.28399185818698,20.0454378621076,2.15913996568521,"pass"
"compMRS193","S14","DP25",1,"sub-01","Mouse","B6129SF2-J",276,"M",35.1,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",9.25865409305653,24.4904391755755,2.64514031191012,"pass"
"compMRS194","S14","DP25",2,"sub-02","Mouse","B6129SF2-J",280,"M",40,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",18.2618650322177,15.3598784180192,0.841090348161111,"pass"
"compMRS195","S14","DP25",3,"sub-03","Mouse","B6129SF2-J",280,"M",40.3,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",11.3619455367923,27.9513518722133,2.46008500759849,"pass"
"compMRS196","S14","DP25",4,"sub-04","Mouse","B6129SF2-J",297,"M",41.2,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",7.94691597382792,27.6670104490078,3.48147766254548,"pass"
"compMRS197","S14","DP25",5,"sub-05","Mouse","B6129SF2-J",297,"M",37.5,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",13.8462541169446,16.5363661247511,1.19428446026528,"pass"
"compMRS198","S14","DP25",6,"sub-06","Mouse","B6129SF2-J",263,"M",41.6,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",25.6159006142832,16.4884953425272,0.643682046975674,"pass"
"compMRS199","S14","DP25",7,"sub-07","Mouse","B6129SF2-J",263,"M",33.9,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",28.6901286797286,19.9911004384942,0.696793683348629,"pass"
"compMRS200","S14","DP25",8,"sub-08","Mouse","B6129SF2-J",517,"M",40,"Bruker",7,"PRESS","Rhippocampus",4,128,"PV6.0","2 element, Tx/Rx",3301.06,8192,16.168,3359.7475,"MAPSHIM",38.1528386150153,6.91309304612801,0.181194723566579,"pass"
"compMRS201","S01","DP26",1,"sub-01","Rat","Fischer-344",405,"M",530,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",8.70928960533779,83.7438561328391,9.61546347953727,"pass"
"compMRS202","S01","DP26",2,"sub-02","Rat","Fischer-344",427,"F",276,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",8.15356127756371,63.8582130787274,7.8319412714107,"pass"
"compMRS203","S01","DP26",3,"sub-03","Rat","Fischer-344",437,"F",327,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",11.0780268447076,81.2672061792336,7.33589178997681,"pass"
"compMRS204","S01","DP26",4,"sub-04","Rat","Fischer-344",447,"F",281,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil | for ses-02 Tx: 86 mm volume coil, Rx: 4ch array",4000,2048,8.774,2500,"MAPSHIM",7.68363804128438,71.7957996427389,9.34398513529375,"pass"
"compMRS205","S01","DP26",5,"sub-05","Rat","Fischer-344",430,"M",539,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",7.88207651663423,83.8990500314852,10.6442826144133,"pass"
"compMRS206","S01","DP26",6,"sub-06","Rat","Fischer-344",455,"M",560,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",7.4448793058489,55.0854266153134,7.39910270567272,"pass"
"compMRS207","S01","DP26",7,"sub-07","Rat","Fischer-344",451,"M",585,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",8.91319825493551,88.1435735234966,9.88910725447947,"pass"
"compMRS208","S01","DP26",8,"sub-08","Rat","Fischer-344",451,"M",585,"Bruker",7,"PRESS","Lhippocampus",30.625,256,"PV6.0.1","Tx: 86 mm volume coil, Rx: 20mm single channel loop surface coil",4000,2048,8.774,2500,"MAPSHIM",8.31329068117134,72.6785628345078,8.7424541763127,"pass"
"compMRS209","S15","DP27",1,"sub-01","Mouse","BALB-c",87,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",7.68673829516572,28.2019309328782,3.66890738957703,"pass"
"compMRS210","S15","DP27",2,"sub-02","Mouse","BALB-c",87,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",9.89768252094928,30.1621730111299,3.04739750414192,"pass"
"compMRS211","S15","DP27",3,"sub-03","Mouse","BALB-c",87,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",9.85519836086941,24.7912719644676,2.51555281351847,"pass"
"compMRS212","S15","DP27",4,"sub-04","Mouse","BALB-c",94,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",10.427722172752,26.1171531058573,2.50458850678842,"pass"
"compMRS213","S15","DP27",5,"sub-05","Mouse","BALB-c",90,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",9.48372425822151,31.479299350782,3.31929719735286,"pass"
"compMRS214","S15","DP27",6,"sub-06","Mouse","BALB-c",90,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",10.2163576975782,25.1876522816195,2.46542388463849,"pass"
"compMRS215","S15","DP27",7,"sub-07","Mouse","BALB-c",94,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"MAPSHIM",21.1722158376084,22.9002511548636,1.08161806636156,"pass"
"compMRS216","S15","DP27",8,"sub-08","Mouse","BALB-c",90,"M",NaN,"Bruker",7,"PRESS","Rhippocampus",5.52,256,"PV360 v3.4","Tx: 86 mm volume coil, Rx: circ. polarizared mouse brain coil",4065,2048,11,2500,"Other",8.99053266989008,28.8089953829415,3.20437024598385,"pass"
"compMRS217","S16","DP28",1,"sub-01","Mouse","C57BL-6",73,"F",21,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.11579064980005,35.2771644592285,4.95758867263794,"pass"
"compMRS218","S16","DP28",2,"sub-02","Mouse","C57BL-6",73,"F",23.4,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",8.14378675512365,36.089900970459,4.43158721923828,"pass"
"compMRS219","S16","DP28",3,"sub-03","Mouse","C57BL-6",73,"F",20.3,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",8.92887737415635,30.6695671081543,3.4348738193512,"pass"
"compMRS220","S16","DP28",4,"sub-04","Mouse","C57BL-6",73,"F",21.9,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.56353641884808,32.9595947265625,5.0216212272644,"pass"
"compMRS221","S16","DP28",5,"sub-05","Mouse","C57BL-6",74,"M",21.1,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.5731259400662,40.516674041748,7.27000856399536,"pass"
"compMRS222","S16","DP28",6,"sub-06","Mouse","C57BL-6",74,"M",20.8,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.51646692940852,32.4488182067871,4.97951078414917,"pass"
"compMRS223","S16","DP28",7,"sub-07","Mouse","C57BL-6",75,"M",20.8,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.76493148685596,32.3319396972656,4.16384077072144,"pass"
"compMRS224","S16","DP28",8,"sub-08","Mouse","C57BL-6",75,"M",22.8,"Varian",9.4,"STEAM","Lhippocampus",3.84,320,"vnmrj_4.2_A","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.98976316462966,37.3157768249512,5.33863258361816,"pass"
"compMRS225","S16","DP29",1,"sub-01","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",13.5,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.78199231893944,41.0957455521083,7.10754066855044,"pass"
"compMRS226","S16","DP29",2,"sub-02","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",158.197820116961,1.54955825111814,0.00979506702413785,"pass"
"compMRS227","S16","DP29",3,"sub-03","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",77.4165038877393,6.75200721906683,0.0872166383134252,"pass"
"compMRS228","S16","DP29",4,"sub-04","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",19.53,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.90561621807469,47.0351467213857,7.96447736942848,"pass"
"compMRS229","S16","DP29",5,"sub-05","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",21.8436660499796,11.1539575468704,0.51062662839422,"pass"
"compMRS230","S16","DP29",6,"sub-06","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.30433106499851,33.5599534464003,4.59452797905281,"pass"
"compMRS231","S16","DP29",7,"sub-07","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.55881667937064,29.5923017979459,5.32348942316556,"pass"
"compMRS232","S16","DP29",8,"sub-08","Rat","Sprague-Dawley",56,"M",NaN,"Varian",9.4,"STEAM","Lhippocampus",11.25,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.82260096190448,27.9989399941024,4.10385132450817,"pass"
"compMRS233","S16","DP30",1,"sub-01","Mouse","C57BL-6",90,"F",21,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.57163766214475,19.7722205123487,2.61135323619646,"pass"
"compMRS234","S16","DP30",2,"sub-02","Mouse","C57BL-6",90,"F",21,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.54864748295694,15.2322924732579,2.017883668253,"pass"
"compMRS235","S16","DP30",3,"sub-03","Mouse","C57BL-6",90,"F",20,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",17.7782399735435,15.210475793547,0.85556701991774,"pass"
"compMRS236","S16","DP30",4,"sub-04","Mouse","C57BL-6",90,"M",27,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.65595416884728,18.7497106863249,2.81698314181332,"pass"
"compMRS237","S16","DP30",5,"sub-05","Mouse","C57BL-6",90,"M",21,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.39374626114058,19.5232704931601,3.05349472684225,"pass"
"compMRS238","S16","DP30",6,"sub-06","Mouse","C57BL-6",90,"M",24,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.83469429910149,16.6650738989411,2.12708668171678,"pass"
"compMRS239","S16","DP30",7,"sub-07","Mouse","C57BL-6",90,"M",21,"Varian",9.4,"STEAM","Lstriatum",5.184,240,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.79405125997131,19.927731796665,2.55678736666896,"pass"
"compMRS240","S16","DP30",8,"sub-08","Mouse","C57BL-6",90,"M",22,"Varian",9.4,"STEAM","Lstriatum",5.184,232,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",12.1378513984355,9.30206691938374,0.766368495875864,"pass"
"compMRS241","S16","DP31",1,"sub-01","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.45657781333287,26.5929740874917,4.11874136056674,"pass"
"compMRS242","S16","DP31",2,"sub-02","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",8.23971068755962,25.438146495769,3.0872620969782,"pass"
"compMRS243","S16","DP31",3,"sub-03","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",7.98695037758699,23.546858444163,2.94816636275095,"pass"
"compMRS244","S16","DP31",4,"sub-04","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.44652376311253,26.4444883843697,4.10213152950539,"pass"
"compMRS245","S16","DP31",5,"sub-05","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",6.61468639831505,24.4323084622987,3.69364577412503,"pass"
"compMRS246","S16","DP31",6,"sub-06","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.79528120343496,27.5889628946482,4.76059088872095,"pass"
"compMRS247","S16","DP31",7,"sub-07","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.88250553305753,30.9226725096176,5.256717964113,"pass"
"compMRS248","S16","DP31",8,"sub-08","Rat","Sprague-Dawley",37,"",NaN,"Varian",9.4,"STEAM","Lstriatum",12,320,"vnmr6.1c","14 mm loops",5000,4096,2,5000,"FASTMAP-FASTESTMAP",5.79498592651461,30.4672256192868,5.25751503207036,"pass"
"compMRS249","S16","DP32",1,"sub-01","Rat","Gunn rat Nj",29,"M",71,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.95997926169814,57.1326560974121,14.4275140762329,"pass"
"compMRS250","S16","DP32",2,"sub-02","Rat","Gunn rat Nj",29,"M",67.5,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.24340178269593,77.7628860473633,23.9757175445557,"pass"
"compMRS251","S16","DP32",3,"sub-03","Rat","Gunn rat Nj",29,"M",65.1,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.41265359960072,64.6702575683594,18.950138092041,"pass"
"compMRS252","S16","DP32",4,"sub-04","Rat","Gunn rat Nj",29,"F",52.2,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.57178009476336,65.7233276367188,18.4007205963135,"pass"
"compMRS253","S16","DP32",5,"sub-05","Rat","Gunn rat Nj",29,"F",54.5,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",4.12838442948512,52.4388809204102,12.702033996582,"pass"
"compMRS254","S16","DP32",6,"sub-06","Rat","Gunn rat Nj",30,"M",92.2,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.27755789912673,66.909912109375,20.4145622253418,"pass"
"compMRS255","S16","DP32",7,"sub-07","Rat","Gunn rat Nj",30,"M",93,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.57663871347098,65.1838531494141,18.2248916625977,"pass"
"compMRS256","S16","DP32",8,"sub-08","Rat","Gunn rat Nj",30,"M",88.4,"Varian",9.4,"LASER","Lhippocampus",5.184,160,"vnmrj_4.2_A","14 mm loops",5000,4096,15,5000,"FASTMAP-FASTESTMAP",3.66709826720394,72.1472549438477,19.6742076873779,"pass"
"compMRS257","S17","DP33",1,"sub-01","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS258","S17","DP33",2,"sub-02","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS259","S17","DP33",3,"sub-03","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS260","S17","DP33",4,"sub-04","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS261","S17","DP33",5,"sub-05","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS262","S17","DP33",6,"sub-06","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS263","S17","DP33",7,"sub-07","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS264","S17","DP33",8,"sub-08","Rat","Sprague-Dawley",NaN,"",NaN,"",NaN,"","",NaN,NaN,"","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS265","S02","DP34",1,"sub-01","Rat","Wistar",63,"F",209,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",4.9951445139542,73.7116271939846,14.7566555858529,"pass"
"compMRS266","S02","DP34",2,"sub-02","Rat","Wistar",65,"F",206,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",5.14729526077882,94.3480100697584,18.3296285310594,"pass"
"compMRS267","S02","DP34",3,"sub-03","Rat","Wistar",65,"F",204,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",6.94244559942005,77.6043106449563,11.1782382063518,"pass"
"compMRS268","S02","DP34",4,"sub-04","Rat","Wistar",63,"M",325,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",6.49429905441627,62.6234657700567,9.64283677812332,"pass"
"compMRS269","S02","DP34",5,"sub-05","Rat","Wistar",63,"M",327,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",6.29513017945838,57.3798332708938,9.11495578886196,"pass"
"compMRS270","S02","DP34",6,"sub-06","Rat","Wistar",64,"F",212,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",4.55026924198691,74.7041380114489,16.417520379262,"pass"
"compMRS271","S02","DP34",7,"sub-07","Rat","Wistar",57,"M",287,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",6.02416709817329,58.5912148688833,9.72602750123746,"pass"
"compMRS272","S02","DP34",8,"sub-08","Rat","Wistar",57,"M",290,"Bruker",9.4,"STEAM","Rhippocampus",15.68,256,"PV360.3.5","",5000,4096,3,4000,"MAPSHIM",6.71521433912403,61.1316628624597,9.10345668436758,"pass"
"compMRS273","S02","DP35",1,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS274","S02","DP35",2,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS275","S02","DP35",3,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS276","S02","DP35",4,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS277","S02","DP35",5,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS278","S02","DP35",6,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS279","S02","DP35",7,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
"compMRS280","S02","DP35",8,"","Rat","Wistar",NaN,"",NaN,"Bruker",14.1,"STEAM","",NaN,NaN,"PV360.3.3","",NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,"pass"
